id,title,release_date,popularity,vote_average,vote_count,overview
444066,Pet Fooled,2016-05-06,0.281319,7.3,3.0,"An investigative expose of the inner workings inside the commercial pet food industry, which has went largely unchallenged until now."
455601,Maria Bamford: Old Baby,2017-05-02,0.846929,6.4,5.0,She's savagely upbeat. Lovably awkward. And full of surprises. A wildly funny trip through a one-of-a-kind comic mind.
44123,Sam Kinison: Breaking the Rules,1987-04-17,0.028043,6.6,4.0,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more."
69072,Sam Kinison: Family Entertainment Hour,1991-01-01,1e-06,2.0,1.0,"Get ready to scream with laughter! Sam Kinison's primal scream will echo down through the comedy hall of fame summing up so much of modernity's horror and stupidity. This concert was taped at the Wiltern Theatre where Sam was joined with the Randy Hansen Band and a salacious slew of sinuous sirens, including his wife Malika. Join Sam Kinison and guests for a concert guaranteed to make you laugh 'til you cry for more - there's something for every member of the family - Sam Kinison style!"
27631,"Richard Pryor: I Ain't Dead Yet, #*%$#@!!",2003-01-01,0.85116,0.0,0.0,"This documentary praises comedian Richard Pryor by showing fragments of various shows Pryor made and having famous comedians talk about the importance and greatness of Pryor. Different themes are reviewed this way. Among others, they are the use of the word nigger, the way Pryor talked about racism, the fact Pryor talked openly about his own faults on-stage and the fact he didn't mince matters."
64051,Jimi Plays Berkeley,2012-07-10,0.190578,4.8,3.0,"This rousing world-famous concert is regarded by critics to be one of Jimi Hendrix's finest performances ever. Taking footage from two separate performances at the Berkeley Community Theater on May 30th, 1970, these incendiary shows help illustrate the student uprisings in Berkeley, by setting footage to the stunning backdrop of some awe-inspiring Hendrix material. Tracks include ""Purple Haze,"" ""Voodoo Child (Slight Return),"" ""Star Spangled Banner,"" ""Hey Joe,"" and many others. This is a never-to-be-forgotten musical experience you will enjoy over and over again."
58306,Devo: The Complete Truth About De-Evolution,1993-11-19,4e-06,0.0,0.0,"Now, the complete truth can be told...Devo, the seminal New Wave audio-visual concept band made a career out of setting to music video their Dada-gone-camp theory of de-evolution and its riotous rebuke of corporate culture. Punk/New Wave mad scientists Devo were among the few bands to understand the music video's potential as art form during its infancy in the eighties. Their brilliant and bizarre videos were compiled on VHS and then on laser disc; that long out-of-print disc, The Complete Truth About De-Evolution, has finally arrived on DVD, which should please longtime fans of this eclectic outfit."
25771,Pink Floyd: Live at Pompeii,1972-08-31,5.855108,8.3,35.0,"Stylish film of the British progressive rock band Pink Floyd in 1971 performing a concert with no audience, in the ancient Roman Amphitheatre in the ruins of Pompeii, Italy. Songs are interspersed with interviews, and footage of Pink Floyd in the studio working on their next album, the legendary Dark Side of the Moon."
16783,National Lampoon Presents Electric Apricot: Quest for Festeroo,2007-11-09,0.684825,6.3,3.0,"Electric Apricot is a spoof of jam bands centered around the band, Electric Apricot, in the style of ""This Is Spinal Tap"""
27916,Redneck Zombies,1989-02-14,1.801688,5.0,20.0,A barrel of radioactive waste is lost out in the woods. Some demented rednecks find it and use it as part of their still. Everybody who drinks from the liquor they produced turns into a zombie.
46663,Night Nurses,2007-11-29,0.449747,3.0,2.0,"After an accident, an unconscious and charming millionaire from Moscow lands in a provincial boarding house where he is surrounded with loving care by four sexy nurses."
441652,Final Offer,1985-11-26,0.0,0.0,0.0,"The filmmakers were given remarkable freedom to record the historic 1984 contract negotiations between the United Auto Workers and General Motors Corporation. Bob White, labour leader of the Canadian branch of the UAW, must also confront his American counterpart from Detroit and succeeds in arriving at a contract that is significantly Canadian. His members had already given him a mandate to fight for independence from the American union. This is an invaluable document for anyone interested in the complexities of United States-Canada relations. It's an extraordinary film about revolutionary events."
34325,Dead Kennedys: The Early Years,1987-01-01,0.0,0.0,0.0,"An overview of the early years--late 1970s, early 1980s--of San Francisco punk band Dead Kennedys, with clips from some of their live concerts and footage of landmark San Francisco locations of the punk music scene. Jello Biafra and The Dead Kennedys show why they're the kings of satire in 9 live early performances."
34521,Paul Mooney: Analyzing White America,2002-01-01,0.079491,4.3,2.0,"A 2002 stand-up comedy DVD starring comedian Paul Mooney, with Joe Inscoe, Bridget Gethis, and Kate Fleckenstein featured in sitcom-like cut scenes between Mooney's regular stand-up routine. Among the topics covered are the September 11 terrorist attacks, the ""N"" word, interracial marriage, Jerry Springer, and white people obsessed with wild animals to the point of being in danger or being killed"
439998,Omicidio all'italiana,2017-03-02,2.962735,6.3,69.0,
77534,Fat Stupid Rabbit,2007-03-29,0.442366,3.9,4.0,
20543,Steven Wright: When the Leaves Blow Away,2006-10-21,0.423153,5.6,4.0,"Dry, wry and hilariously deadpan, Steven Wright unleashes a torrent of ironic and hysterical thought-provoking one-liners in the quirky stand-up style that has become his trademark. From Toronto's historic Elgin Theater, this Oscar-winning comedian keeps an adoring audience in stitches with random observations on everything from baby monitors as a form of wiretapping to his addiction to placebos."
72386,Lenny Bruce in 'Lenny Bruce',1967-03-19,0.036519,7.0,1.0,"Iconoclast Lenny Bruce appears at San Francisco's Basin Street West in what was his next-to-last live appearance. His act that night consisted of reading allegations and transcripts from one of his several obscenity trials and then commenting on what he'd actually done or said. While there are some ""bits"" in the performance (including the prison riot with Dutch, the Warden, Father Flotski, and Sabu, the prison doctor), this is much more a social commentary on government intrusion and censorship than it is a comedy routine. (IMDb)"
183339,Asssscat,2007-03-24,1.064144,4.8,3.0,"On the heels of their enormously popular TV show, the Upright Citizens Brigade (Matt Besser, Amy Poehler, Ian Roberts, Matt Walsh) bring you Asssscat - an unparalleled improv comedy juggernaut. Beginning with a suggestion from the audience, a guest monologist tells a story that kicks off a series of high-octane improvised sketches. From medical marijuana to embarrassing sexual encounters, no topic is off limits to the renegade performers who have helped make Asssscat one of the longest running improv shows in the history of the world."
135195,P,2005-01-01,1.063804,5.2,13.0,"Whilst growing up in rural Thailand, a young orphan girl is taught the ways of magic by her grandmother. But when grandmother falls sick, Dau is lured to Bangkok to find work so that she can buy medicine. She finds herself working in a go-go bar, and her journey from naiveté to maturity is swift. She uses the magical skills her grandmother taught her to her advantage, but in doing so makes enemies within the bar. As her magic gets darker, and the consequences increasingly horrific, she gradually loses control, and something evil takes over."
123787,Weed,1972-04-01,1.5e-05,0.0,0.0,"Documentary about marijuana use, culture and law enforcement by future porn superstar director Alex de Renzy."
59173,Sam Kinison: Why Did We Laugh?,1998-01-01,0.00277,0.0,0.0,"For fans of comedy, Sam Kinison needs no introduction. His scathing comedy tackled tough topics no other comedian dared to touch. Fed up and disenfranchised with his career as a Pentacostal preacher, Sam left the ministry to try his hand at comedy. Almost immediately, and thanks in part to the foresight of Rodney Dangerfield who showcased Sam on an HBO special, his piercing scream, extreme humor and irreverent take on life attracted attention. Containing rare, early footage of Sam preaching and performing stand up at the world famous Comedy Store, the Award Winning ""Why Did We Laugh"" tells the story of a comedic genius who touched a deeper chord in people than most entertainers. Sadly, Sam was taken from us far too early, yet leaving us with a lasting and unique legacy."
37876,Andrew Dice Clay: One Night with Dice,1987-05-16,0.024904,0.0,0.0,"Before his sold-out arena shows and hit cable TV specials, the one and only Andrew Dice Clay took the stage at Philadelphia's Comedy Factory Outlet for an early, uncensored evening of the Diceman's unique observations on modern life and romance."
80019,Larry Flynt: The Right to Be Left Alone,2007-01-01,0.076093,5.0,1.0,A documentary that celebrates and examines an unabashed vulgarian.
80267,Cocaine: One Man's Seduction,1983-08-08,0.007321,0.0,0.0,A 47 year old real estate salesman gets trapped in the insidious web of cocaine addiction.
39348,Sacco and Vanzetti,2006-04-06,0.240888,0.0,0.0,"SACCO AND VANZETTI is an 80-minute-long documentary that tells the story of Nicola Sacco and Bartolomeo Vanzetti, two Italian immigrant anarchists who were accused of a murder in 1920, and executed in Boston in 1927 after a notoriously prejudiced trial. It is the first major documentary film about this landmark story."
45041,Dana Gould: Let Me Put My Thoughts in You,2009-03-14,0.07068,7.0,1.0,Stand-Up comedian Dana Gould performs his one-hour comedy special at Chicago's famed Second City theatre.
71520,Last Woman on Earth,1960-08-05,1.543461,4.5,13.0,"Harold Gern, a successful businessman from New York who is constantly in legal trouble, is spending a holiday in Puerto Rico with his attractive wife Evelyn, whom he married “between trials”. They are joined by Martin Joyce, Harold's lawyer, who has come to discuss the latest indictment. Harold invites him along on a boat trip during which all three try out some newly bought scuba diving equipment. When they resurface, they are unable to breathe without using their scuba tanks. They climb back into their boat and find Manuel, the crewman, dead, apparently of asphyxiation. Upon rowing ashore, they enter the jungle. (from Wikipedia)"
369697,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2017-04-14,6.164534,5.6,34.0,A financial schemer finds himself in the middle of an international scandal after he becomes a political adviser to the new prime minister of Israel.
42772,Dana Carvey: Critics' Choice,1995-10-14,0.26931,5.8,3.0,"Dana Carvey headlines his first HBO solo special, taped before an audience in San Francisco. Features Carvey's characters and impressions, as well as stand-up material about his own life."
70668,An Ox's Tale: The John Entwistle Story,2006-08-22,0.003545,0.0,0.0,"An intimate portrait of the legendary bass guitarist for The Who. This documentary includes the last footage ever recorded with John Entwistle, and features interviews with Pete Townshend, as well as other major figures in rock history."
20211,Robin Williams: Live on Broadway,2002-07-14,5.372191,7.2,15.0,"2002 HBO Stand-up Special starring Robin Williams. Recorded and broadcast live from New Your City's Broadway Theater at the culmination of his historic 2002 sold-out tour, this special finds the Oscar-winning actor/writer/comedian returning after 16 years to his stand-up roots to deliver what the Washington Post calls ""...in its madcap way, a seminal cultural event."""
23506,The Wizard of Gore,1970-10-23,2.526194,5.1,29.0,A TV talk-show hostess and her boyfriend investigate a shady magician whom has the ability to hypnotize and control the thoughts of people in order to stage gory on-stage illusions using his powers of mind bending.
95990,Heaven and Hell,1980-01-18,0.043903,5.3,2.0,"Actors David Chaing and Alexander Fu Sheng join director Chang Cheh and the rest of the Five Deadly Venoms crew for a supernatural martial arts epic that takes the action to another plane of reality entirely. When a fallen angel descends to the Earth on a mission to storm the underworld, a love shared between angels and humans offers telling testament to the power of a lucky ghost. In the battle that follows, both the living and the dead will discover that a war waged in hell could have consequences that resound forever"
371859,The Death of Louis XIV,2016-11-02,0.651404,7.1,8.0,"August 1715. After going for a walk, Louis XIV feels a pain in his leg. The next days, the king keeps fulfilling his duties and obligations, but his sleep is troubled and he has a serious fever. He barely eats and weakens increasingly. This is the start of the slow agony of the greatest king of France, surrounded by his relatives and doctors."
54514,Country of the Deaf,1998-04-06,1.210728,6.7,9.0,"Strana Glukhikh is about an unusual relationship between two women, one of them a deaf-mute dancer and the other on the run from the mafia. Yaya, the deaf girl, offers to hide Rita whose boyfriend, Alyosha owes gambling debts to the mafia, but in return she wants her to leave the young man and run off with her to an imaginary paradise where material values do not exist."
143883,Den radio,2001-03-24,0.671422,9.0,5.0,
61672,Titeuf,2011-04-06,2.598588,5.5,35.0,"Titeuf is a comic series created by Swiss draughtsman Zep (real name Philippe Chapuis) depicting the life of a young boy (the title's namesake Titeuf, ""Tootuff"" in the English translation) and his vision of the adult world &amp; themes such as love, sex, seduction and mysteries about the girls.  In this film, Titeuf (Donald Reignoux) is off on a new comedic adventure! Things get complicated when Nadia (Melanie Bernier) doesn’t invite Titeuf to her birthday party, which is surely the most horrible moment of his life. Before long, Titeuf’s whole life is turned upside down when his parents are nearly deported. Everything continues to spiral out of control even in the midst of Titeuf’s exhaustive attempts to make matters right."
227334,"Gahan Wilson: Born Dead, Still Weird",2013-10-11,0.024606,0.0,0.0,"Gahan Wilson: Born Dead, Still Weird is an insightful profile of the legendary cartoonist. For over fifty years, Gahan Wilson has been known for his ghoulish, twisted visions that combine horrific elements with comedy, as well as political and ecological cartoons. His cartoons have appeared in Playboy Magazine, The New Yorker, National Lampoon, The New York Times, Colliers, and Look. Wilson sees monsters and irony in ordinary, everyday situations and turns them into explosive cartoons. The documentary takes an intimate look at Wilson's bizarre and personal inspirations, the inner workings of the cartoon world, and how his quirky creations have profoundly affected legions of fans, including some surprising celebrities."
44265,Lurking Fear,1994-07-27,0.48767,4.3,13.0,"The town of Leffert's Corners has been plagued by unearthly beings for decades, and now there is only a few people left, including the local priest and a woman traumatised by the death of her sister. But when John Martense turns up to claim his illicit family fortune, with bad guys in pursuit, the last stand had become a lot more complicated. Based on the writings of H P Lovecraft."
430161,The Lighthouse of the Orcas,2016-12-16,2.449125,6.9,30.0,A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.
315371,Human Target,1990-06-06,0.000431,5.0,1.0,A detective goes undercover in a small Russian town.
21947,A.P.E.X.,1994-02-01,1.160832,5.0,8.0,"A time-travel experiment in which a robot probe is sent from the year 2073 to the year 1973 goes terribly wrong thrusting one of the project scientists,into a plague ravaged alternate time-line whose war weary inhabitants are locked in a constant battle with killer robots from the future."
151227,Mother,1991-11-27,0.510917,6.5,4.0,"Henri Verneuil was born Achod Malakian of Armenian parentage on October 15, 1920, in Rodosto, Turkey, and his family fled to France and settled in Marseilles when he was a young child. He later recounted his childhood experience in the novel Mayrig, which he dedicated to his mother and made into this 1991 film with the same name."
16687,Wushu,2008-10-23,1.101482,5.0,10.0,"Ten years ago, five students joined a martial arts school and learned the disciplines of Wushu and the bonds of friendship. Today, both will be put to the test after they and a former student stumble into a child kidnapping ring"
14916,Moontrap,1989-04-28,2.947234,4.8,29.0,"The Space Shuttle returns to earth, but some of the equipment brought back on it begins to behave strangely. Scientists are unsure what is happening, and decide to take all necessary precautions."
27046,The Irony of Fate. The Sequel,2007-12-21,1.792402,4.7,24.0,"Zhenya and Nadya go their separate ways. Nadya stuck with her bureaucrat boyfriend, married him and had a daughter, also called Nadya. Zhenya married and had a son, Konstantin. Both later divorced.  More than 30 years later, Konstantin ends up drunk in the flat where the younger Nadya finds him. He is there as part of a convoluted ruse by his father's friends to get Zhenya back into the arms of the woman with whom he shared a magical night. The waylaid son is the bait to get Zhenya back to Leningrad, now called St. Petersburg. One romance is rekindled and another between the son and daughter is struck up."
62737,The Best Movie,2008-01-23,1.272069,3.4,12.0,"Vadik Volnov (Garik Kharlamov) dies on his own wedding of cannabis overdose and has to prove to God that he is worthy to enter Heaven. During his conversation with God's secretary, Vadik recalls numerous memorable moments of his earthly existence, such as getting drunk on cognac on his 8th birthday, service in the Soviet Army in Afghanistan, bandit showdowns in crime-ridden 1990s Russia, and, finally, meeting the love of his life."
18761,Practical Joke,2008-05-22,0.736912,5.4,7.0,"Remake film. Russian drama school domination. In the last quarter of graduating class comes a new student, violating all classifications, and an affront to the leader. That, in turn, is ready to do anything not to give up this title until the end of school days. How badly would not have had to deal with those who stand in his path to goal."
74154,Nuvvostanante Nenoddantana,2005-01-14,0.286812,5.6,6.0,"Nuvvostanante Nenoddantana is a Family and Love story Movie,which is Directed BY Prabhu Deva.Santosh (Siddarth Narayan) is a playful young NRI (non-resident Indian) from London, who returns to India to attend his cousin Lalita's wedding. There, he meets one of Lalita's friends, Siri (Trisha Krishnan) who came from the country side to attend the marriage. Though they initially clash, after a series of misadventures, they fall in love. Santosh, however, is supposed to marry the spoiled daughter of his uncle's friend. When Siri goes back home, Santosh follows her to win her over - however,..."
172878,Tale in the Darkness,2009-09-10,1.180238,6.4,5.0,"Angelina lives in a big city on the sea coast, where handsome men and beautiful women are strolling the streets with only one purpose: to have fun, flirt and love. But Angelina, being pretty, intelligent, and nice, finds herself lonely. She is a police officer and her job is helping abandoned kids, orphans, and troubled youngsters. One day one of her charges, a little boy, explains to Angelina how lonely, dull and useless she is. Those words have been bothering her ever since, and she decides to change herself.. Angelina starts her way through the darkness…"
14395,Kabhi Alvida Naa Kehna,2006-08-11,2.37252,6.1,45.0,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other."
25977,Showdown at Area 51,2007-01-01,1.399429,4.3,8.0,Two aliens who crash on Earth must find a buried weapon that will destroy the planet and their own society if not stopped.
164013,"Dzhentlmeny, Udachi!",2012-12-26,0.748609,4.4,10.0,"The remake of famous Russian comedy ""Dzhentlmeny udachi"" (1971)."
67958,"SuperManager, or Hack of the Fate",2011-05-19,0.864913,4.0,3.0,"A funny fantasy about mangers, hobbits and other surprising people."
98857,Scrat's Continental Crack-Up: Part 2,2011-11-16,2.718478,6.7,25.0,This short film continues the adventures of the title character as he tries to retrieve his elusive acorn.
19625,Munna Bhai M.B.B.S.,2003-12-19,2.794501,7.3,54.0,A gangster sets out to fulfill his father's dream of becoming a doctor.
293796,Wet and Reckless,2014-04-08,0.049443,3.0,1.0,"Imagine Wes Anderson's Bottle Rocket fused with the reality TV show Survivor, and you might get the slightest inkling of this hilarious buddy-comedy-crime-caper that spins entirely off the rails. Two party-animal, reality TV stars (Jason Trost - The FP, and Lucas Till - X-Men: First Class) are stranded in Thailand. The only way home, and last chance of reclaiming their reality star-status? A treasure map... to a treasure map... Hilarity and adventure ensue in this indie comedic gem."
455188,Seizure,2017-04-11,0.390678,0.0,0.0,A young gangster forced into trafficking girls goes into hiding when a deal goes wrong but when the girl unleashes her supernatural curse he must decide between his love for her or running for his life.
203835,Amityville: The Awakening,2017-06-30,20.712818,5.8,98.0,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother Joan in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur in the house including the miraculous recovery of her brother, Belle begins to suspect her Mother isn't telling her everything and soon realizes they just moved into the infamous Amityville house."
399019,The Beguiled,2017-06-23,36.26051,5.8,279.0,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events."
452166,The Reagan Show,2017-04-22,0.20617,10.0,1.0,"Comprised entirely of archival footage taken during those pre-reality-television years, The Reagan Show looks at how Ronald Reagan redefined the look and feel of what it means to be the POTUS."
339403,Baby Driver,2017-06-28,228.032744,7.2,2083.0,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
387426,Okja,2017-05-19,15.738471,7.7,795.0,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja."
25998,Men Behind the Sun,1988-12-01,2.820652,6.1,46.0,"The film is a graphic depiction of the war atrocities committed by the Japanese at Unit 731, the secret biological weapons experimentation unit of the Imperial Japanese Army during World War II. The film details the various cruel medical experiments Unit 731 inflicted upon the Chinese and Soviet prisoners at the tail-end of the war."
45318,Isle of Flowers,1989-09-06,0.300881,7.8,36.0,"A tomato is planted, harvested and sold at a supermarket, but it rots and ends up in the trash. Ends? No. Isle of Flowers follows it up until its real end, among animals, trash, women and children. And then the difference between tomatoes, pigs and human beings becomes clear."
77710,My Uncle Killed a Guy,2004-12-12,1.419311,5.7,38.0,"Eder (Lázaro Ramos) is arrested after confessing the murder of a man. Duca (Darlan Cunha), a 15 years old boy who is Eder's nephew, wants to prove the innocence of his uncle, he's sure that his uncle confessed the crime to protect his girlfriend, Soraya (Deborah Secco), ex-wife of the deceased. Duca also wants to win the heart of Isa (Sophia Reis), a classmate who seems more interested in his best friend, Kid (Renan Gioelli). To be able to prove his theory, Duca gets help from Isa and Kid."
161244,Desmundo,2002-11-08,0.26507,9.0,1.0,"The story of Orisbela, a young and religious woman who comes from Portugal to Brazil to marry Francisco de Albuquerque, a rude sugar-cane plantation owner, in 1570."
254268,Club of the Laid Off,1989-01-01,0.457028,6.8,4.0,"Laid-off old mannequins spend their cracked and broken lives in an old, abandoned warehouse. New mannequins are brought to the warehouse. They are old as well, but from a younger generation. The two groups must live together, but it's not easy at all."
144726,Holy Year,1976-04-23,1.237192,7.2,3.0,The last film of Jean Gabin.
52779,Glass,1958-01-01,0.476676,8.2,10.0,"This short ‘free’ film, shot in the glass factories of Leerdam and Schiedam, demonstrates how glass blowers do their work. But thanks to the superbly edited ballet of working hands and the sequence of mechanical motions of the engines, is it especially a cinematic tour de force. That the industry can’t do without man’s involvement is shown in the scene where we hear the voice of Haanstra himself counting the bottles on the conveyor belt, until one bottle breaks…"
363690,Tank 432,2015-10-24,1.366625,4.6,9.0,"With nowhere else to hide, a group of mercenaries and their prisoners take cover inside a long abandoned Bulldog tank. But, while they try to keep the forces outside at bay, the real enemy is already among them, locked inside the 'Belly of the Bulldog'. After collaborating closely with Ben Wheatley on FREE FIRE, HIGH-RISE, A FIELD IN ENGLAND and KILL LIST, director Nick Gillespie makes his feature debut."
122487,The Stationmaster's Wife,1977-07-31,0.686652,6.7,3.0,The lackluster and plodding Bolweiser has the (mis)fortune to be married to the town's siren; his trusting nature leads him into serious trouble when she beds nearly every available guy.
11960,After This Our Exile,2006-10-15,1.349667,5.9,6.0,"After his mother flees the family home, a son turns to thieving in order to support his father, an abusive sort who is addicted to gambling."
62842,Innocence Unprotected,1968-11-12,0.322308,7.0,10.0,Documentary about the famous Serbian athlete and movie enthusiast who made a feature film during the Nazi occupation of Belgrade and had some problems after the liberation because of that.
172295,People of the Mountains,1942-02-28,0.071785,9.0,2.0,"Seeking a better life, a Hungarian woodcutter moves his family to the peaceful mountains of Transylvania, but finds only tragedy. This 1940s film takes a detailed and unflinching look at the perils of mountain living, and the realistic approach proved influential to the Neorealist movement in Italian cinema. Hungarian master director Istvan Szots won the Biennale Cup at the Venice Film Festival for his auspicious debut."
106259,The Fall of Berlin,1949-12-25,0.066657,5.0,1.0,"Surrounded by a few party officials, Alexei Ivanov, a stakhanovist smelter, is decorated by Stalin. The ""Little Father of the Peoples"" takes this opportunity to invoke threats of war.... One day, war indeed breaks out. Bombs fall on the field where Alexei finds himself in the company of the schoolmistress Natacha, his fiancée. Alexei joins the Red Army and soon becomes a sergeant. Fighting rages and German troops advance. Natacha is arrested and deported. But the tide turns decisively with the German defeat at Stalingrad. Now the major offensive against Hitler can begin."
402976,Range 15,2016-06-15,1.650286,4.8,20.0,"A group of veterans wake up after a night of partying to find out that the zombie apocalypse has spread across the United States. Together, they must fight their way across the country in order to find a cure for the outbreak and restore freedom before it's too late."
445916,Asylum of Darkness,2017-04-10,0.474061,6.8,4.0,"After awakening in a mental asylum, a patient plans an escape to freedom, but finds an even more disturbing, supernatural world on the outside, one that threatens to keep him trapped in madness forever."
387399,We Go On,2016-03-05,3.026315,5.6,30.0,"WE GO ON tells the story of one man's quest to find out if there is more out there after we die. Paralyzed by his fear of dying, Miles Grissom offers a cash reward to the first person who can show him a ghost, an angel, a demon anything that can prove that we go on after our deaths. He narrows the responses down to three viable candidates a scientist, a medium, and a worldly entrepreneur. Along with his fiercely protective mother, he embarks on an adventure that will spiral into an unthinkable nightmare."
289269,Lady Bloodfight,2016-11-11,5.226483,5.1,18.0,"Jane is a beautiful but troubled American girl backpacking through Japan, when her raw street fighting skills draw the attention of Oshima, Japanese karate champion, who recruits and trains her to fight in the vicious, all-female, underground martial arts tournament known as ""The Kumite"". After months of rigorous preparation, Jane is ready to face off against the deadliest female fighters in the world, including Ling, the Chinese apprentice of Oshima's nemesis. But other nefarious forces lie in the shadows, and Jane and Ling will have to unite on a journey that will take them from the gritty underworld of Hong Kong to the glitz of Macao, before deciding who really is the best female fighter on the planet."
322148,Caedes,2015-10-15,0.791988,5.5,1.0,Directed by Slavko Spionjak.
389578,Daemonium: Soldier of the Underworld,2015-11-05,0.663943,4.0,3.0,"The story of Daemonium begins in an alternate universe to ours, in which magic and technology coexist with humans and demons. A powerful family hires a band of mercenaries and forces Fulcanelli, a wizard and con artist, to invoke a demon with the purpose of gaining even more power. Of course, things go terribly wrong. The wizard escapes and the demon slaughters the mercenaries, with the exception of Razor. He’s the one who seals the deal to become lord of the criminal underworld. The family kidnaps Lisa, his pregnant wife, and turns her into a merciless killing machine and the spear point of their offensive against Razor. But she’s not the only threat to the crime lord. It’s only a question of time before the demon returns to claim Razor’s soul. Fulcanelli seems to be the key to stopping the demon and Razor sends out his band of sexy killer robots to find him."
256608,Embassy,2013-10-18,0.094228,4.5,2.0,Young couple living in the old house suddenly discover an elevator which takes them directly to year 1939.
187010,Buck Wild,2013-04-01,1.174764,4.3,11.0,A hunting vacation goes horribly awry for 4 friends after they accidentally shoot the lease's land owner.
207260,Wrath of the Crows,2013-05-01,0.715155,4.8,6.0,"Wrath of the crows is very gory and brutal, but tied by a strong concept and the whole story is focused on the characters' development. So there's not only splatter sequences, but also atmospheric moments, a few dream-like sequences and a final twist that will shock you all."
164377,Outpost: Rise of the Spetsnaz,2013-06-26,1.832243,4.9,14.0,"In the third installment of the hit Nazi Zombie action horror movie, Outpost: Rise Of The Spetnaz, we discover the horrifying origins of these supernatural soldiers and see them in ferocious gladiatorial battle against the most ruthless and notorious of all military special forces: the Russian Spetsnaz."
110608,The Enemy,2011-03-22,0.980587,6.8,6.0,"The Enemy (Serbian: Neprijatelj) is the Serbian film. The film was made in co-production of Serbia and the Serbian Republic, the minority co-producer from Croatia and Hungary. It was shot on location on Mount Kozara and in Belgrade. Year 1995, 7 day after the Dayton Peace Agreement. Engineer units cleared the border between the Serbian Republic and the Federation of Bosnia and Herzegovina. Each soldier carries his own trauma of war experience, and each one is faced with fears in their own way. Someones tend to self-destruction, others are happy to be alive..."
67308,3-D Sex and Zen: Extreme Ecstasy,2011-04-14,6.030363,3.9,17.0,"The story is loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat and follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss."
55429,Kołysanka,2010-02-12,0.311789,5.4,8.0,"Lullaby is a menacing story full of humor and suspense from the master of the genre, Juliusz Machulski. Two policemen investigate mysterious disappearances in a small scenic town. People keep disappearing, but the investigation brings no results. The tension grows and step by step a dark mystery unravels."
109354,The Kopeck,2002-06-07,0.681085,4.6,4.0,In this movie we follow fate not a person but car: first Soviet Lada. It starts with Brezhnev daughter and then gradually moves on parallel to last years of USSR into wild after-perestroika years with bandits and newly born oligarchs.
354133,Zombeak,2006-06-06,0.368079,3.0,2.0,
371833,Harry Price: Ghost Hunter,2015-12-27,0.618162,5.4,14.0,"When MP's wife Grace Goodwin is found naked on a London street, Harry Price is summoned to investigate claims that her house is haunted."
76638,Surviving Life (Theory and Practice),2010-09-16,0.999634,6.3,9.0,"Eugene, an aging man, leads a double life – one real, the other in his dreams. He goes to see a psychoanalyst, who tries to interpret the meaning of his dreams. Eugene finds a way of entering his dream-world at will and finds out about his childhood and what really happened to his parents."
41581,Dunno on the Moon,1997-05-01,0.507336,7.0,6.0,"They are neither adults nor kids - somewhere in between, living in their separate boys and girls cozy dorms and doing whatever they love to do - inventors, artists, poets, mechanists, scientists and....just dreamers! These enthusiastic and creative folks enjoy their half-adult, half-childish lifestyles and entertain each other with the different tricks and practical jokes. The main hero stands out of the crowd - while the others try to live the normal life socializing as they can, he can never be rested, always coming up with the different unpredictable and unexpected moves, which always make viewers burst with laugh...."
309898,Breakfast on the Grass,1979-06-06,0.33789,0.0,0.0,A funny musical comedy about an adventures of children and adults in a summer camp.
331641,Food and Shelter,2015-12-04,0.751451,5.5,11.0,A single mother struggles to pay the rent and put food on the table for her 10 year old son.
83495,Mirror for a Hero,1987-12-13,0.015894,5.2,7.0,"Two not quite similar men, our contemporaries, Sergey Pshenichny and Andrew Nemchinov, are walking in the street in their native mining town and found themselves in 1949. It's a common knowledge that real miracles happen without technical devices: time comes miracle happens. They spend in 1949 only one day the next morning they found that it is the same day that was yesterday. All several months, they spent in the past, they spent in one and the same day: the 8th of May, Sunday, the day of heightened coal production. In the morning to the coal mine, in an hour an accident in a coalface, at 10 o'clock wire from the Ministry, after work reunion concerning the Stalins anniversary; robbing of pay desk, death of policeman Ryabenko, in the evening - volunteer Sunday work… and in the morning the same, and so for ever and ever Philosophic fiction, accompanied by music of group Nautilus Pompillius. After a novel of S.Rybasa of the same name."
